LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,CD,SLDL,SLDU,SCHOOLYEAR,LOCALE,PCT_CITY11,PCT_CITY12,PCT_CITY13,PCT_SUB21,PCT_SUB22,PCT_SUB23,PCT_TOWN31,PCT_TOWN32,PCT_TOWN33,PCT_RURAL41,PCT_RURAL42,PCT_RURAL43
403010,Flowing Wells Unified District (4405),4,1556 W PRINCE RD,TUCSON,AZ,85705,4,4019,Pima County,32.272656,-110.99861200000001,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",407,04020,04020,2024-2025,21,42.97,0.0,0.0,57.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403040,Fountain Hills Unified District (4247),4,16000 E PALISADES BLVD,FOUNTAIN HILLS,AZ,85268,4,4013,Maricopa County,33.614811,-111.736366,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04003,04003,2024-2025,21,0.0,0.0,0.0,64.37,0.0,0.0,0.0,0.0,0.0,35.63,0.0,0.0
403060,Fowler Elementary District (4273),4,1617 S 67TH AVE,PHOENIX,AZ,85043,4,4013,Maricopa County,33.433198000000004,-112.202999,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04022,04022,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403080,Fredonia-Moccasin Unified District (4195),4,221 East Hortt St,Fredonia,AZ,86022,4,4005,Coconino County,36.9519,-112.5211,22380,"Flagstaff, AZ",1,N,N,402,04006,04006,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
403150,Fort Huachuca Accommodation District (4167),4,21110 Hines Rd,FORT HUACHUCA,AZ,85613,4,4003,Cochise County,31.546903,-110.36963100000001,43420,"Sierra Vista-Douglas, AZ",1,N,N,406,04019,04019,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403200,Fort Thomas Unified District (4221),4,15560 W Elementary School Road,Fort Thomas,AZ,85536,4,4009,Graham County,33.0342,-109.9646,40940,"Safford, AZ",2,N,N,406,04019,04019,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
403240,Gadsden Elementary District (4505),4,1345 E. Cesar Chavez Blvd,San Luis,AZ,85349,4,4027,Yuma County,32.494882000000004,-114.768185,49740,"Yuma, AZ",1,N,N,407,04023,04023,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.48,0.0,0.0,7.52,0.0
403290,Ganado Unified School District (4157),4,Hwy 264,Ganado,AZ,86505,4,4001,Apache County,35.711713,-109.532143,N,N,0,N,N,402,04006,04006,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
403310,Gila Bend Unified District (4238),4,308 N Martin Ave,Gila Bend,AZ,85337,4,4013,Maricopa County,32.953213,-112.71866600000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",407,04023,04023,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
403400,Gilbert Unified District (4239),4,1016 N BURK ST,GILBERT,AZ,85234,4,4013,Maricopa County,33.348597,-111.79012,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04013,04013,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403420,Glendale Elementary District (4271),4,7301 N 58TH AVE,GLENDALE,AZ,85301,4,4013,Maricopa County,33.544076000000004,-112.18323400000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",408,04024,04024,2024-2025,21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403450,Glendale Union High School District (4285),4,7650 N 43RD AVE,GLENDALE,AZ,85301,4,4013,Maricopa County,33.549073,-112.15207500000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",408,04024,04024,2024-2025,11,59.19,0.0,0.0,40.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403500,Globe Unified District (4208),4,501 E ASH ST,GLOBE,AZ,85501,4,4007,Gila County,33.393282,-110.78129200000001,37740,"Payson, AZ",2,429,"Phoenix-Mesa, AZ",402,04007,04007,2024-2025,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.28,23.72,0.0,0.0
403550,Grand Canyon Unified District (4194),4,1 Boulder St,Grand Canyon Village,AZ,86023,4,4005,Coconino County,36.052335,-112.13863400000001,22380,"Flagstaff, AZ",1,N,N,402,04006,04006,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
403660,Hackberry School District (4371),4,9501 E NELLIE DR,KINGMAN,AZ,86401,4,4015,Mohave County,35.173724,-113.778946,29420,"Lake Havasu City-Kingman, AZ",1,N,N,409,04030,04030,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
403730,Hayden-Winkelman Unified District (4212),4,824 Thorne Ave,Winkelman,AZ,85292,4,4007,Gila County,32.993072,-110.77143400000001,37740,"Payson, AZ",2,429,"Phoenix-Mesa, AZ",402,04007,04007,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
403780,Higley Unified School District (4248),4,2935 S RECKER RD,GILBERT,AZ,85295,4,4013,Maricopa County,33.297191,-111.70284500000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04014,04014,2024-2025,11,85.49,0.0,0.0,14.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403820,Holbrook Unified District (4389),4,1000 N. 8th Ave.,Holbrook,AZ,86025,4,4017,Navajo County,34.909943,-110.16941800000001,43320,"Show Low, AZ",2,N,N,402,04006,04006,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
403860,Maricopa County Regional School District (4234),4,4041 N. Central Avenue Suite,PHOENIX,AZ,85012,4,4013,Maricopa County,33.493970000000004,-112.07289700000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04005,04005,2024-2025,11,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403870,Humboldt Unified District (4469),4,6901 PANTHER PATH,PRESCOTT VLY,AZ,86314,4,4025,Yavapai County,34.5977,-112.34530000000001,39150,"Prescott Valley-Prescott, AZ",1,N,N,402,04001,04001,2024-2025,13,0.0,0.0,67.65,0.0,0.0,0.0,0.0,0.0,0.0,32.35,0.0,0.0
403900,Hyder Elementary District (4502),4,Ave 64E & I-8,Dateland,AZ,85333,4,4027,Yuma County,32.8068,-113.54140000000001,49740,"Yuma, AZ",1,N,N,409,04025,04025,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
403950,Baboquivari Unified School District #40 (4412),4,111 W Main,Sells,AZ,85634,4,4019,Pima County,31.916375000000002,-111.860905,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",407,04023,04023,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
403960,Isaac Elementary District (4259),4,3348 W MCDOWELL RD,PHOENIX,AZ,85009,4,4013,Maricopa County,33.466619,-112.13167200000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04026,04026,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403990,J O Combs Unified School District (4445),4,43371 N KENWORTHY RD,SAN TAN VLY,AZ,85140,4,4021,Pinal County,33.272976,-111.54550300000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",405,04015,04015,2024-2025,21,0.0,0.0,0.0,57.02,0.0,0.0,0.0,0.0,0.0,42.98,0.0,0.0
404010,Joseph City Unified District (4388),4,8176 WESTOVER ST,JOSEPH CITY,AZ,86032,4,4017,Navajo County,34.959296,-110.33202800000001,43320,"Show Low, AZ",2,N,N,402,04006,04006,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
404060,Kayenta Unified School District #27 (4396),4,N Hwy 163,Kayenta,AZ,86033,4,4017,Navajo County,36.728534,-110.24625,43320,"Show Low, AZ",2,N,N,402,04006,04006,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
404170,Kirkland Elementary District (4480),4,150 Main Street,Kirkland,AZ,86332,4,4025,Yavapai County,34.418716,-112.710818,39150,"Prescott Valley-Prescott, AZ",1,N,N,402,04001,04001,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
404200,Klondyke Elementary District (4223),4,921 W THATCHER BLVD,SAFFORD,AZ,85546,4,4009,Graham County,32.83459,-109.71849900000001,40940,"Safford, AZ",2,N,N,406,04019,04019,2024-2025,33,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
404230,Kyrene Elementary District (4267),4,8700 S KYRENE RD,TEMPE,AZ,85284,4,4013,Maricopa County,33.335123,-111.94624800000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",404,04012,04012,2024-2025,11,78.41,21.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404280,Lake Havasu Unified District (4368),4,2200 HAVASUPAI BLVD,Lake Havasu City,AZ,86403,4,4015,Mohave County,34.497001000000004,-114.331196,29420,"Lake Havasu City-Kingman, AZ",1,N,N,409,04030,04030,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404290,Laveen Elementary District (4276),4,5001 W DOBBINS RD,LAVEEN,AZ,85339,4,4013,Maricopa County,33.362217,-112.16762100000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04011,04011,2024-2025,11,87.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,0.0,0.0
404320,Liberty Elementary District (4266),4,19871 W FREMONT RD,BUCKEYE,AZ,85326,4,4013,Maricopa County,33.380633,-112.486259,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",409,04025,04025,2024-2025,21,0.0,0.0,0.0,48.66,0.0,0.0,29.46,0.0,0.0,21.88,0.0,0.0
404380,Litchfield Elementary District (4281),4,272 E SAGEBRUSH ST,Litchfield Park,AZ,85340,4,4013,Maricopa County,33.491749,-112.35653900000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",409,04029,04029,2024-2025,21,0.0,0.0,0.0,94.62,0.0,0.0,0.0,0.0,0.0,5.38,0.0,0.0
404410,Littlefield Unified District (4374),4,3475 E RIO VIRGIN RD,BEAVER DAM,AZ,86432,4,4015,Mohave County,36.904167,-113.928269,29420,"Lake Havasu City-Kingman, AZ",1,N,N,409,04030,04030,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
404440,Littleton Elementary District (4278),4,1600 S 107TH AVE,AVONDALE,AZ,85323,4,4013,Maricopa County,33.431714,-112.290287,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",407,04022,04022,2024-2025,21,39.05,0.0,0.0,55.05,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0
404500,Madison Elementary District (4270),4,5601 N 16TH ST,PHOENIX,AZ,85016,4,4013,Maricopa County,33.518198,-112.04683200000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04004,04004,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404530,Maine Consolidated School District (4199),4,10 N. Spring Valley Rd.,Parks,AZ,86018,4,4005,Coconino County,35.261993000000004,-111.94991200000001,22380,"Flagstaff, AZ",1,N,N,402,04006,04006,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
404570,Mammoth-San Manuel Unified District (4439),4,711 S MCNAB PKWY,SAN MANUEL,AZ,85631,4,4021,Pinal County,32.597768,-110.63039900000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",406,04007,04007,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
404630,Marana Unified District (4404),4,11279 W GRIER RD STE 115A,MARANA,AZ,85653,4,4019,Pima County,32.453107,-111.20769000000001,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",406,04017,04017,2024-2025,21,0.0,0.0,0.0,47.35,0.0,0.0,19.38,0.0,0.0,26.79,6.48,0.0
404720,Maricopa Unified School District (4441),4,44150 W MARICOPA CASA GRANDE H,MARICOPA,AZ,85138,4,4021,Pinal County,33.054507,-112.041662,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",402,04016,04016,2024-2025,23,0.0,0.0,0.0,0.0,0.0,86.82,0.0,0.0,0.0,13.18,0.0,0.0
404770,Altar Valley Elementary District (4418),4,10105 S SASABE RD,TUCSON,AZ,85736,4,4019,Pima County,32.066856,-111.317749,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",407,04023,04023,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
404820,Mayer Unified School District (4473),4,12606 E MAIN ST,MAYER,AZ,86333,4,4025,Yavapai County,34.400085000000004,-112.241393,39150,"Prescott Valley-Prescott, AZ",1,N,N,402,04001,04001,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
404860,Mcnary Elementary District (4163),4,Corner of Spruce & Cooley,McNary,AZ,85930,4,4001,Apache County,34.074997,-109.85655100000001,N,N,0,N,N,402,04006,04006,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
404920,McNeal Elementary District (4181),4,3979 McNeal St,McNeal,AZ,85617,4,4003,Cochise County,31.599194,-109.67220900000001,43420,"Sierra Vista-Douglas, AZ",1,N,N,406,04019,04019,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
404970,Mesa Unified District (4235),4,63 E MAIN ST STE 101,MESA,AZ,85201,4,4013,Maricopa County,33.4148,-111.82929600000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",404,04009,04009,2024-2025,11,97.82,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405030,Miami Unified District (4211),4,4739 E RAGUS RD,MIAMI,AZ,85539,4,4007,Gila County,33.408053,-110.836538,37740,"Payson, AZ",2,429,"Phoenix-Mesa, AZ",402,04007,04007,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
405070,Mingus Union High School District (4488),4,1801 E FIR ST,COTTONWOOD,AZ,86326,4,4025,Yavapai County,34.716300000000004,-112.00510000000001,39150,"Prescott Valley-Prescott, AZ",1,N,N,402,04001,04001,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
405100,Mobile Elementary District (4253),4,42798 S 99TH AVE,MARICOPA,AZ,85139,4,4013,Maricopa County,33.0565,-112.271,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",407,04023,04023,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
405190,Mohave Valley Elementary District (4379),4,8450 S OLIVE AVE,MOHAVE VALLEY,AZ,86440,4,4015,Mohave County,34.91115,-114.59960400000001,29420,"Lake Havasu City-Kingman, AZ",1,N,N,409,04030,04030,2024-2025,23,0.0,0.0,0.0,0.0,0.0,61.4,0.0,0.0,0.0,38.6,0.0,0.0
405220,Mohawk Valley Elementary District (4503),4,5151 S Ave 39E,Roll,AZ,85347,4,4027,Yuma County,32.751802,-113.97004000000001,49740,"Yuma, AZ",1,N,N,409,04025,04025,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
405320,Morenci Unified District (4230),4,1 STADIUM DR,MORENCI,AZ,85540,4,4011,Greenlee County,33.041174,-109.32201300000001,N,N,0,N,N,406,04019,04019,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
405340,Morristown Elementary District (4251),4,25950 Rockaway Hills Dr,Morristown,AZ,85342,4,4013,Maricopa County,33.8556,-112.62110000000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",409,04029,04029,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
405360,Pima County Accommodation School District (4401),4,130 W CONGRESS ST FL 4,TUCSON,AZ,85701,4,4019,Pima County,32.22207,-110.973624,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",407,04020,04020,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405400,Murphy Elementary District (4265),4,3140 W BUCKEYE RD,PHOENIX,AZ,85009,4,4013,Maricopa County,33.43733,-112.12806300000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04011,04011,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405430,Naco Elementary District (4176),4,1911 West Valenzuela,Naco,AZ,85620,4,4003,Cochise County,31.3364,-109.94680000000001,43420,"Sierra Vista-Douglas, AZ",1,N,N,407,04021,04021,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
405460,Nadaburg Unified School District (4252),4,32919 N CENTER ST,WITTMANN,AZ,85361,4,4013,Maricopa County,33.781271000000004,-112.52556100000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",409,04029,04029,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.89,54.11,0.0
405500,Navajo County Accommodation District #99 (4386),4,294 W CARLOS AVE,HOLBROOK,AZ,86025,4,4017,Navajo County,34.929824,-110.145267,43320,"Show Low, AZ",2,N,N,402,04006,04006,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
405530,Nogales Unified District (4457),4,310 W PLUM ST,NOGALES,AZ,85621,4,4023,Santa Cruz County,31.340312,-110.94122,35700,"Nogales, AZ",2,536,"Tucson-Nogales, AZ",407,04021,04021,2024-2025,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.46,18.54,0.0,0.0
405640,Oracle Elementary District (4444),4,2618 W EL PASEO,ORACLE,AZ,85623,4,4021,Pinal County,32.6163,-110.80120000000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",406,04007,04007,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
405670,Osborn Elementary District (4262),4,1226 W OSBORN RD,PHOENIX,AZ,85013,4,4013,Maricopa County,33.488082,-112.08850600000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04005,04005,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405730,Owens School District No.6 (4373),4,14109 E Chicken Springs Rd,Wikieup,AZ,85360,4,4015,Mohave County,34.705436,-113.615176,29420,"Lake Havasu City-Kingman, AZ",1,N,N,409,04030,04030,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
405760,Tonto Basin Elementary District (4215),4,445 S. Old West Hwy 188,Tonto Basin,AZ,85553,4,4007,Gila County,33.870867000000004,-111.31353200000001,37740,"Payson, AZ",2,429,"Phoenix-Mesa, AZ",402,04007,04007,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
405820,Page Unified School District #8  (4196),4,500 S Navajo Dr,Page,AZ,86040,4,4005,Coconino County,36.912039,-111.459191,22380,"Flagstaff, AZ",1,N,N,402,04006,04006,2024-2025,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
405850,Palo Verde Elementary District (4275),4,10700 S Palo Verde Rd,Palo Verde,AZ,85343,4,4013,Maricopa County,33.34977,-112.67825400000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",409,04025,04025,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
405880,Palominas Elementary School District 49 (4180),4,6849 Hwy  92,HEREFORD,AZ,85615,4,4003,Cochise County,31.381023000000003,-110.20591700000001,43420,"Sierra Vista-Douglas, AZ",1,N,N,407,04021,04021,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.61,38.39,0.0
405930,Paradise Valley Unified District (4241),4,15002 N 32ND ST,PHOENIX,AZ,85032,4,4013,Maricopa County,33.623494,-112.01414600000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",401,04004,04004,2024-2025,11,94.47,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405980,Parker Unified School District (4510),4,1608 S LAGUNA AVE,PARKER,AZ,85344,4,4012,La Paz County,34.142342,-114.28917000000001,N,N,0,N,N,409,04030,04030,2024-2025,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.81,0.0,0.0,0.0,11.19
406000,Patagonia Elementary District (4460),4,100 School St,Patagonia,AZ,85624,4,4023,Santa Cruz County,31.546290000000003,-110.74614700000001,35700,"Nogales, AZ",2,536,"Tucson-Nogales, AZ",407,04019,04019,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
406030,Patagonia Union High School District (4462),4,Hwy 82,Patagonia,AZ,85624,4,4023,Santa Cruz County,31.546290000000003,-110.74614700000001,35700,"Nogales, AZ",2,536,"Tucson-Nogales, AZ",407,04019,04019,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
406070,Payson Unified District (4209),4,902 W MAIN ST,PAYSON,AZ,85541,4,4007,Gila County,34.233043,-111.34268100000001,37740,"Payson, AZ",2,429,"Phoenix-Mesa, AZ",402,04007,04007,2024-2025,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
406120,Peach Springs Unified District (4369),4,403 Diamond Creek Road,Peach Springs,AZ,86434,4,4015,Mohave County,35.534394,-113.42552,29420,"Lake Havasu City-Kingman, AZ",1,N,N,402,04006,04006,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
406150,Pearce Elementary District (4186),4,1 1/2 M. off Hwy 191 & Old Pea,Pearce,AZ,85625,4,4003,Cochise County,31.901534,-109.82373100000001,43420,"Sierra Vista-Douglas, AZ",1,N,N,406,04019,04019,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
406210,Pendergast Elementary District (4283),4,3802 N 91ST AVE,PHOENIX,AZ,85037,4,4013,Maricopa County,33.491073,-112.25570900000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04022,04022,2024-2025,11,56.43,0.0,0.0,43.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406250,Peoria Unified School District (4237),4,6330 W THUNDERBIRD RD,GLENDALE,AZ,85306,4,4013,Maricopa County,33.611689,-112.195248,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",408,04027,04027,2024-2025,21,0.0,0.0,0.0,93.16,0.0,0.0,6.84,0.0,0.0,0.0,0.0,0.0
406300,Phoenix Elementary District (4256),4,1817 N 7TH ST,PHOENIX,AZ,85006,4,4013,Maricopa County,33.46882,-112.06466300000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04005,04005,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406330,Phoenix Union High School District (4286),4,4502 N CENTRAL AVE,PHOENIX,AZ,85012,4,4013,Maricopa County,33.502319,-112.07428300000001,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",403,04005,04005,2024-2025,11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406360,Picacho Elementary District (4452),4,17865 S VAIL RD,PICACHO,AZ,85141,4,4021,Pinal County,32.7175,-111.4976,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",406,04016,04016,2024-2025,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
406440,Pima Unified District (4220),4,192 E. 200 S.,Pima,AZ,85543,4,4009,Graham County,32.893100000000004,-109.8233,40940,"Safford, AZ",2,N,N,406,04019,04019,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
406510,Pine Strawberry Elementary District (4214),4,3868 N PINE CREEK DR,PINE,AZ,85544,4,4007,Gila County,34.386700000000005,-111.45700000000001,37740,"Payson, AZ",2,429,"Phoenix-Mesa, AZ",402,04007,04007,2024-2025,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
406580,Blue Ridge Unified School District No. 32 (4397),4,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,AZ,85929,4,4017,Navajo County,34.149616,-109.96654400000001,43320,"Show Low, AZ",2,N,N,402,04007,04007,2024-2025,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.86,49.14,0.0,0.0
406630,Pomerene Elementary District (4188),4,1396 N. Old Pomerene Rd,Pomerene,AZ,85627,4,4003,Cochise County,31.998745,-110.28611400000001,43420,"Sierra Vista-Douglas, AZ",1,N,N,406,04019,04019,2024-2025,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
406730,Prescott Unified District (4466),4,300 E GURLEY ST,PRESCOTT,AZ,86301,4,4025,Yavapai County,34.542364,-112.46526800000001,39150,"Prescott Valley-Prescott, AZ",1,N,N,402,04001,04001,2024-2025,13,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
